src,tgt,path_length,type
PSMA1,MED1,1,direct
NDUFA2,ARMC6,1,direct
NUTF2,MYCBP,1,direct
HSPE1,DDX41,-1,reversed-1
PSMG1,MRPL9,1,direct
GTF2F2,DPM2,1,direct
ZMAT5,C7orf26,-2,reversed-2
MRPS11,NOL12,1,direct
EIF3B,SCFD1,1,direct
POLR3E,TRAIP,0,no_path
PSMB2,FIP1L1,1,direct
SRP14,RNASEH2C,1,direct
ZC3H8,ZNF830,1,direct
IFITM2,SURF6,-2,reversed-2
TAF2,RPAIN,-2,reversed-2
RPL35,GATA1,1,direct
YBX1,XRCC5,1,direct
ANAPC11,EXOSC1,1,direct
SART1,DYNC1H1,0,no_path
MOCS3,XAB2,0,no_path
NUTF2,WDR4,1,direct
MRPS31,CTU2,1,direct
CIAO1,CEP85,0,no_path
NDUFA2,MRPL24,1,direct
CHMP1A,BRCA1,-1,reversed-1
PSMA1,IARS2,-1,reversed-1
EIF2S3,PSMG1,-1,reversed-1
MRPS11,NFRKB,2,hop-2
HDAC3,ANAPC11,-1,reversed-1
PPP1R7,ZNF317,2,hop-2
PSMA1,KIN,2,hop-2
DYNC1H1,BRCA1,-1,reversed-1
HSPE1,RPE,-1,reversed-1
ANAPC11,MCM10,1,direct
SRSF6,SMC6,-1,reversed-1
UNC45A,PPP1R7,-1,reversed-1
HNRNPR,MRPS28,1,direct
SRP14,ATP6V0C,-1,reversed-1
RPUSD3,GMPPB,1,direct
RPS3,PTCD3,-1,reversed-1
FIP1L1,ZC3H8,1,direct
CDC20,RBBP5,1,direct
CYFIP1,BOP1,1,direct
POLR2E,SDHA,1,direct
WDR18,MEPCE,1,direct
MRTO4,ZNF830,2,hop-2
XRCC5,CIAO1,1,direct
TRIAP1,RPUSD4,1,direct
ROMO1,MRPS11,-1,reversed-1
ANAPC11,PSMC4,-1,reversed-1
CYC1,BOP1,1,direct
RPE,GPS1,2,hop-2
MRPL38,MRTO4,1,direct
CYFIP1,GPS1,2,hop-2
CCDC174,ZNRD1,-1,reversed-1
EIF2S3,MRPL9,1,direct
PSME1,RPAIN,-1,reversed-1
RPL7A,MARS,1,direct
RNPS1,MYCBP,1,direct
RBX1,MEPCE,1,direct
LSM5,NOL12,1,direct
NOL12,NFRKB,1,direct
NELFE,GTF2H3,-1,reversed-1
CASP8AP2,NELFA,-2,reversed-2
RAB4A,XPO5,-1,reversed-1
MED17,MMS22L,-2,reversed-2
RAD9A,MRTO4,-2,reversed-2
IFITM2,METAP2,-1,reversed-1
RPAP1,CIAO1,-1,reversed-1
SART1,ZNF317,0,no_path
POLR2B,MMS22L,2,hop-2
RPS3,TRMT6,1,direct
PTMA,RPAIN,1,direct
CYC1,SURF6,2,hop-2
WDR26,ARF4,-1,reversed-1
ROMO1,ARMC6,1,direct
XRCC5,RPAP1,1,direct
MRPL9,RNF8,-1,reversed-1
STAT5A,MRPS22,-1,reversed-1
HSPD1,DPM2,-1,reversed-1
XAB2,BRCA1,-1,reversed-1
COG4,NUTF2,-1,reversed-1
RSL1D1,TRMT6,1,direct
TRA2B,RNF8,1,direct
KDM2A,SRSF6,0,no_path
BRIX1,CPSF4,1,direct
ANAPC11,CBX1,1,direct
METAP1,SLU7,-2,reversed-2
ORC6,MCM10,1,direct
ILF3,MCM10,1,direct
MRPS28,POLR2E,-1,reversed-1
RPUSD3,PALB2,1,direct
RPL7A,ZNRD1,1,direct
PSMC4,RBBP5,1,direct
RPL18A,POLR3E,1,direct
FIP1L1,XRCC2,1,direct
NFS1,KIN,0,no_path
MED17,MED21,-1,reversed-1
RPAP1,USP7,-2,reversed-2
DDX41,SNAPC5,1,direct
SRP14,SLC1A5,1,direct
FBL,GPS1,1,direct
ABT1,PSMA5,-1,reversed-1
SEC61G,MRTO4,1,direct
NUTF2,RSL24D1,-1,reversed-1
ARMC6,MRPL24,0,no_path
SLU7,SKA3,0,no_path
VPS13D,CEP85,0,no_path
RSL1D1,KDM2A,1,direct
XRCC5,NEPRO,1,direct
RPS3,STAT5A,1,direct
EIF4G1,YBX1,1,direct
SART1,GAK,1,direct
EIF3B,METAP1,1,direct
IFITM2,DHODH,0,no_path
FBL,CD2BP2,1,direct
CYC1,METAP2,1,direct
MMS22L,ZNF830,0,no_path
XAB2,CHMP1A,0,no_path
CCNL1,TRA2B,-1,reversed-1
RAD9A,SEC61G,-1,reversed-1
CDC20,SKA3,1,direct
METAP2,SNAPC5,2,hop-2
SRP14,GMPPB,2,hop-2
YBX1,RPL35A,-1,reversed-1
MRPS22,CASP8AP2,2,hop-2
RNASEH2C,RNF8,-2,reversed-2
SLC1A5,RAB4A,0,no_path
MED17,PSMB2,-1,reversed-1
RPAP1,NEPRO,-1,reversed-1
GTF2F2,DYNC1H1,1,direct
CPSF4,NOL12,-1,reversed-1
PSMC3,ZMAT5,1,direct
EIF2S3,WBP1L,1,direct
PSMB2,MED21,1,direct
POLR2B,CENPH,-1,reversed-1
POLR2B,PSMB2,-1,reversed-1
SRSF6,PTCD3,-1,reversed-1
CASP8AP2,IARS2,-2,reversed-2
MRPL21,MRGBP,-1,reversed-1
POLR2E,PSMA5,-1,reversed-1
RPUSD3,PTMA,-1,reversed-1
CASP8AP2,KIN,-2,reversed-2
DDX41,NUP214,-1,reversed-1
WDR26,LSM5,-1,reversed-1
MRPL38,XRCC2,2,hop-2
CCT6A,DDX41,1,direct
MRPL21,LSM10,-1,reversed-1
RPL35,SNRPG,1,direct
CPSF4,NFRKB,-2,reversed-2
MRPS11,CTU2,2,hop-2
SCFD1,USP8,2,hop-2
NELFE,WDR18,-1,reversed-1
SLC1A5,XPO5,-1,reversed-1
SRP14,TRA2B,-1,reversed-1
NEPRO,GATA1,2,hop-2
WDR26,DDX24,-3,reversed-3
MCM7,RNPS1,-1,reversed-1
CPSF6,MRPL21,-1,reversed-1
MOCS3,BRCA1,-2,reversed-2
TMX2,CTU2,1,direct
SARS2,URM1,-2,reversed-2
CCT6A,RPE,1,direct
HTATSF1,SNAPC5,3,hop-3
CCNL1,MRPL9,-2,reversed-2
COG4,NELFE,-1,reversed-1
MED21,MRTO4,-2,reversed-2
XRCC2,ZC3H8,1,direct
GTF2F2,ZNF317,2,hop-2
CCDC174,POLR2E,-2,reversed-2
PSMC4,SKA3,1,direct
NELFE,WDR4,-1,reversed-1
XRCC2,CHMP5,-1,reversed-1
CASP8AP2,SMC6,-1,reversed-1
SRP14,PSMG1,1,direct
EIF3B,TMA16,-1,reversed-1
MED17,MRPL38,-2,reversed-2
RPL7A,ABT1,1,direct
KDM2A,TRMT6,2,hop-2
ORC6,SCFD1,1,direct
WAC,MED1,1,direct
CBX1,EXOSC1,-2,reversed-2
MOCS3,RRP12,0,no_path
ILF3,SCFD1,1,direct
RPL39,ELAC2,-1,reversed-1
CASP8AP2,PSMA1,-2,reversed-2
RPS3,PREB,1,direct
EIF3B,RPL39,1,direct
IFITM2,HTATSF1,-2,reversed-2
FIP1L1,NOL11,-1,reversed-1
RPL35A,RPAP1,2,hop-2
YBX1,CIAO1,1,direct
GUK1,POLR2E,-1,reversed-1
HSPD1,DYNC1H1,1,direct
MRPL9,RAB4A,1,direct
PSMG1,RPAIN,1,direct
PSMA1,TRMT6,1,direct
METAP1,PSMC4,-1,reversed-1
TRA2B,RAB4A,1,direct
CASP8AP2,NAT10,-2,reversed-2
RRP12,TBCC,0,no_path
KIF4A,TRAIP,1,direct
RPL7A,POLR2E,1,direct
MRPL38,SARS2,1,direct
C7orf26,RSL24D1,1,direct
RPL7A,DDX19A,1,direct
NELFA,TRMT6,2,hop-2
CCT6A,FBL,1,direct
IFITM2,CYC1,-1,reversed-1
RPL18A,CEP85,1,direct
RPL35A,RPL35,-1,reversed-1
MRPL24,USP5,0,no_path
NDUFA2,MRPS31,-1,reversed-1
XRCC5,GATA1,1,direct
HSPE1,NUP214,-1,reversed-1
CIAO1,POLR1C,-1,reversed-1
RPL35A,POLR3E,2,hop-2
ZNF317,RPP38,-1,reversed-1
CPSF6,NUP54,-1,reversed-1
PSMB2,MRPL38,1,direct
ZNRD1,SDHA,-1,reversed-1
TAF2,MRPL9,-1,reversed-1
HDAC3,SKA3,-1,reversed-1
EIF3B,ELAC2,-1,reversed-1
RPL35,TRAIP,2,hop-2
EIF4G1,TRAIP,2,hop-2
GTF2F2,GAK,1,direct
MEPCE,SBDS,-1,reversed-1
ARF4,CPSF4,1,direct
MRPL9,XPO5,1,direct
WDR4,ZMAT5,2,hop-2
GUK1,ASF1B,1,direct
PALB2,RPAIN,-2,reversed-2
BOP1,METAP2,-1,reversed-1
RPUSD3,EIF2S3,-1,reversed-1
MED17,ZNF830,0,no_path
ZNF830,NOL11,-1,reversed-1
PSMC3,GTF2H3,1,direct
CD2BP2,GPS1,-1,reversed-1
SNRPG,XRCC5,-1,reversed-1
PDCD6IP,MRPS11,-1,reversed-1
SUPT5H,RBBP5,1,direct
YBX1,RPL35,-1,reversed-1
GMPPB,RAB4A,0,no_path
CYFIP1,HTATSF1,2,hop-2
MRPL38,NOL11,1,direct
DPM2,BRCA1,1,direct
HSPD1,ZNF317,1,direct
PSMB1,URM1,1,direct
COG4,ZMAT5,0,no_path
MRPL21,PPP1CB,2,hop-2
CEP85,USP7,-1,reversed-1
RNASEH2C,RAB4A,1,direct
SLU7,USP8,1,direct
SCFD1,SKA3,-2,reversed-2
MRGBP,PPP1CB,2,hop-2
ROMO1,USP5,1,direct
RPL39,EXOSC1,1,direct
RPL18A,XRCC5,1,direct
GTF2H3,RSL24D1,-1,reversed-1
NELFE,RSL24D1,-1,reversed-1
LSM10,MRGBP,-1,reversed-1
BRIX1,NFRKB,1,direct
MED21,XRCC2,-2,reversed-2
GTF2F2,RPL10A,1,direct
MED4,TRMT6,1,direct
RPS3,WAC,-1,reversed-1
PDCD6IP,ARMC6,1,direct
MEPCE,SRFBP1,2,hop-2
CHMP1A,TBCC,0,no_path
RAD9A,MTOR,0,no_path
CDC20,USP8,1,direct
RPL39,MCM10,1,direct
HMGCS1,USP5,-1,reversed-1
PTMA,MRPL9,1,direct
GAK,BRCA1,-2,reversed-2
CASP8AP2,PTCD3,-2,reversed-2
PTCD3,WAC,1,direct
IFITM2,SNAPC5,-2,reversed-2
MRTO4,SARS2,1,direct
POLR2E,DDX19A,2,hop-2
BOP1,DHODH,2,hop-2
RNASEH2C,ATP6V0C,-1,reversed-1
RPL39,PSMC4,-1,reversed-1
DPM2,CHMP1A,1,direct
XRCC2,MMS22L,1,direct
ILF3,METAP1,1,direct
WDR18,RPUSD4,1,direct
HSPD1,GAK,1,direct
SEC61G,NOL11,1,direct
ARMC6,MRPS31,-2,reversed-2
MCM7,PSMC3,-1,reversed-1
LSM5,CPSF4,1,direct
VPS13D,POLR1C,0,no_path
WDR26,HMGCS1,-1,reversed-1
CPSF4,MRPS11,-2,reversed-2
RNPS1,TRIAP1,1,direct
RSL1D1,IARS2,1,direct
RPL10A,COQ5,1,direct
ANAPC11,TMA16,-1,reversed-1
INCENP,POLR2E,-1,reversed-1
ORC6,SUPT5H,1,direct
KDM2A,PREB,-2,reversed-2
RBX1,RPUSD4,2,hop-2
MCM7,WDR18,1,direct
MED17,MRTO4,-2,reversed-2
ILF3,SUPT5H,1,direct
CTU2,USP5,1,direct
ROMO1,TMX2,-1,reversed-1
MRTO4,NOL11,1,direct
EIF3B,PSMC4,-1,reversed-1
DYNC1H1,DPM2,-1,reversed-1
SMC6,NAT10,-1,reversed-1
SENP6,SBDS,-1,reversed-1
ANAPC11,SLU7,2,hop-2
RPL39,CBX1,1,direct
POLR3E,XRCC5,-1,reversed-1
YBX1,CCP110,1,direct
CPSF6,MARS,1,direct
DPH3,XRCC5,-1,reversed-1
RPS3,MRPS22,-1,reversed-1
COQ5,BRCA1,-1,reversed-1
RPL7A,MRPS28,1,direct
ARMC6,TMX2,-1,reversed-1
PSMC3,WDR18,1,direct
PSMA1,PREB,2,hop-2
CPSF4,ARMC6,-1,reversed-1
MRTO4,MTOR,1,direct
SART1,XAB2,0,no_path
MED21,SARS2,0,no_path
CYFIP1,SNAPC5,2,hop-2
HSPD1,RPL10A,-1,reversed-1
NAT10,MED1,2,hop-2
FBL,METAP2,1,direct
MCM7,WDR4,1,direct
PSMC3,MYCBP,1,direct
NELFA,PREB,-1,reversed-1
CYC1,SNAPC5,1,direct
RSL1D1,MRPS22,1,direct
NDUFA2,MRPL4,1,direct
MRPS28,PSMA5,-1,reversed-1
RPL39,ANAPC11,-1,reversed-1
SBDS,GTF2H3,1,direct
NDUFA2,ROMO1,1,direct
RSL1D1,RPS3,1,direct
RBX1,PSMC3,-1,reversed-1
MRPL21,MARS,1,direct
ELAC2,MCM10,2,hop-2
CYFIP1,CLASRP,2,hop-2
RSL1D1,SMC6,1,direct
CPSF4,MRPL24,0,no_path
POLR2B,ZC3H8,2,hop-2
COG4,GTF2H3,-1,reversed-1
PSMB2,MRTO4,1,direct
HSPE1,BOP1,1,direct
CCT6A,NUP214,-1,reversed-1
METAP2,DDX41,-1,reversed-1
WDR18,MYCBP,-1,reversed-1
TAF2,RNF8,-2,reversed-2
RAD9A,PSMB1,-2,reversed-2
ILF3,TMA16,-1,reversed-1
GUK1,SDHA,1,direct
DYNC1H1,COG2,-1,reversed-1
ELAC2,PSMC4,-1,reversed-1
DYNC1H1,RPP38,-2,reversed-2
CCNL1,RPAIN,-2,reversed-2
XAB2,DPM2,-1,reversed-1
SENP6,SRFBP1,1,direct
RPL18A,RPL35A,-1,reversed-1
EXOSC1,SKA3,-1,reversed-1
COQ5,CHMP1A,0,no_path
RPL7A,SDHA,1,direct
LSM10,NUP54,1,direct
GUK1,CPSF6,1,direct
LSM10,PPP1CB,2,hop-2
RBX1,MYCBP,1,direct
PTCD3,NAT10,1,direct
RNASEH2C,GMPPB,1,direct
EIF3B,ANAPC11,-1,reversed-1
FBL,SNAPC5,1,direct
POLR2B,FIP1L1,1,direct
HSPE1,SURF6,1,direct
MRPL21,ZNRD1,1,direct
RBBP5,SKA3,-3,reversed-3
CYFIP1,POLA2,1,direct
RPL39,SCFD1,1,direct
RPL7A,CPSF6,1,direct
WAC,TRMT6,1,direct
SNRPG,POLR1C,0,no_path
USP8,TMA16,-2,reversed-2
PSMB2,ZC3H8,1,direct
RBX1,COG4,1,direct
MED4,PREB,1,direct
RPAP1,VPS13D,0,no_path
SMC6,PTCD3,-1,reversed-1
SEC61G,PSMB1,1,direct
NUTF2,SRFBP1,1,direct
ELAC2,CBX1,1,direct
COG2,XAB2,0,no_path
PSME1,RNF8,-2,reversed-2
MOCS3,GTF2F2,-2,reversed-2
RNPS1,SBDS,-1,reversed-1
MRPL4,NOL12,1,direct
MED17,XRCC2,-3,reversed-3
SRP14,RPAIN,1,direct
RPS3,CASP8AP2,1,direct
POLR2B,XRCC2,1,direct
ATP6V0C,RAB4A,2,hop-2
ARF4,NFRKB,1,direct
MMS22L,MTOR,0,no_path
PTMA,RNF8,-1,reversed-1
MCM10,PSMC4,-2,reversed-2
DDX24,CPSF4,2,hop-2
MCM7,MEPCE,1,direct
PSMB1,CENPH,1,direct
RPL39,ORC6,1,direct
XAB2,RPP38,0,no_path
HSPE1,FBL,-1,reversed-1
DDX41,VPS72,2,hop-2
BRIX1,MRPS11,-1,reversed-1
RSL1D1,CASP8AP2,1,direct
MED4,NELFA,2,hop-2
SLU7,RBBP5,1,direct
NOL11,CHMP5,-1,reversed-1
MRPL4,NFRKB,1,direct
HNRNPR,MRGBP,-1,reversed-1
PPP1CB,MARS,-2,reversed-2
HSPE1,METAP2,1,direct
MARS,SDHA,-2,reversed-2
PSMC3,MEPCE,1,direct
NUP214,DHODH,2,hop-2
ZMAT5,RSL24D1,-1,reversed-1
ATP6V0C,XPO5,2,hop-2
PALB2,MRPL9,-2,reversed-2
WDR4,MYCBP,-1,reversed-1
PSMC3,RSL24D1,1,direct
PAF1,BRCA1,1,direct
CASP8AP2,PREB,-3,reversed-3
METAP2,VPS72,1,direct
RPL18A,CIAO1,1,direct
EIF3B,ORC6,1,direct
RPL35,DPH3,1,direct
